epoch,train_loss,valid_loss,duration
0,0.9492165843645731,0.9498071869214376,34.626659870147705
1,0.9027107134461403,0.9587713479995728,34.2277991771698
2,0.83103296905756,0.8095541993776957,34.477065563201904
3,0.7132740120093027,0.7195115685462952,34.40833878517151
4,0.6091660012801489,0.5351035594940186,34.28676676750183
5,0.4638095796108246,0.4753207365671794,34.28581976890564
6,0.3031844471891721,0.28381895025571185,34.68011689186096
7,0.3011104464530945,0.2700880467891693,34.39066243171692
8,0.2556301032503446,0.2538119355837504,34.261051654815674
9,0.2372333432237307,0.2256452441215515,34.51654934883118
10,0.23499138156572977,0.4288875957330068,34.351491928100586
11,0.22747614979743958,0.27799858649571735,34.46667289733887
12,0.21154208481311798,0.31597743431727093,34.61500692367554
13,0.21665089825789133,0.22976184884707132,34.48254680633545
14,0.21343312660853067,0.22792879740397134,34.665929317474365
15,0.20725451658169428,0.23158475756645203,34.68665957450867
16,0.20270125567913055,0.5070814788341522,35.016974687576294
17,0.20789296676715216,0.2528044978777568,34.48273682594299
18,0.2130944753686587,0.26355990767478943,33.524996519088745
19,0.19389409820238748,0.21269752581914267,33.14041066169739
20,0.19427125404278436,0.25766870379447937,33.14194989204407
21,0.18874839196602503,0.2549177408218384,33.143381118774414
22,0.18559332688649496,0.2374574343363444,33.14839792251587
23,0.20553028831879297,0.36745012799898785,33.13793659210205
24,0.20098666846752167,0.20524348815282187,33.99909806251526
25,0.19202978909015656,0.26383118828137714,34.627623558044434
26,0.17706202963987985,0.19778828819592795,34.54321527481079
27,0.1624982530872027,0.2470360298951467,34.52956485748291
28,0.16134274750947952,0.20597505569458008,34.313119411468506
29,0.17378487437963486,0.21183608969052634,34.06912660598755
30,0.16873335341612497,0.2299655576546987,33.76785492897034
31,0.16286111126343408,0.3303432762622833,33.33740043640137
32,0.17126611868540445,0.21090554197629294,33.796963930130005
33,0.16281445572773615,0.20375346144040427,33.54661703109741
34,0.16414739936590195,0.21675763527552286,33.22358703613281
35,0.1542162373661995,0.2211055556933085,33.20794153213501
36,0.1632243370016416,0.21504070361455283,33.214030742645264
37,0.15473597745100656,0.2287478744983673,33.20733380317688
38,0.1672045662999153,0.22398972511291504,33.21258234977722
39,0.19363804161548615,0.5253452757994334,33.21604919433594
40,0.18814287583033243,0.23499316970507303,33.20128130912781
41,0.1617613434791565,0.20957299073537192,33.217785596847534
42,0.14850867787996927,0.19891429940859476,33.25589442253113
43,0.16119269529978433,0.2201618254184723,33.21550798416138
44,0.15574558327595392,0.19955695668856302,33.214165925979614
45,0.13648359229167303,0.2059636910756429,33.21264386177063
46,0.13927539934714636,0.21306481957435608,33.212268352508545
47,0.13137156516313553,0.20500763257344565,33.21160411834717
48,0.1324868549903234,0.2284218966960907,33.21377658843994
49,0.12918256471554437,0.19421843687693277,33.212955474853516
50,0.1206195279955864,0.20701260368029276,33.22656607627869
