epoch,train_loss,valid_loss,duration
0,0.9540450051426888,0.9448886811733246,11.867293119430542
1,0.9352857073148092,0.9403042395909628,11.559123277664185
2,0.9022432019313177,0.8422293464342753,11.382556438446045
3,0.841358001033465,0.8845414717992147,11.436689138412476
4,0.7687871530652046,0.87552942832311,11.345267057418823
5,0.7188601096471151,0.8361897468566895,11.489967107772827
6,0.6543339590231577,0.7016738255818685,11.400456428527832
7,0.5910956313212713,0.5728260576725006,11.368342638015747
8,0.5114665081103643,0.5924036006132761,11.2183096408844
9,0.36908409496148425,0.3207894066969554,11.253624200820923
10,0.3116442287961642,0.3627900282541911,11.136905431747437
11,0.2550063083569209,0.30801449219385785,11.191100835800171
12,0.2455669417977333,0.2390951911608378,11.134637832641602
13,0.23623076577981314,0.30285531282424927,11.332855224609375
14,0.23859263708194098,0.2518646518389384,11.2060546875
15,0.2345691199103991,0.22820213437080383,11.285853862762451
16,0.21763820697863898,0.2603205343087514,11.518159866333008
17,0.23638747135798135,0.2237397829691569,11.315485715866089
18,0.21907013158003488,0.300036480029424,11.299073219299316
19,0.23214975744485855,0.23098004857699075,11.483551740646362
20,0.20473237335681915,0.23927714427312216,11.174623250961304
21,0.190085602303346,0.21504449844360352,11.196325540542603
22,0.18888590733210245,0.222537229458491,11.482023000717163
23,0.19601872315009436,0.22568485140800476,11.276899814605713
24,0.1956710989276568,0.22256183624267578,11.208562135696411
25,0.20188301304976145,0.2271555761496226,11.2715482711792
26,0.18059919774532318,0.2229731778303782,11.286486864089966
27,0.17861712723970413,0.2129909098148346,11.159905433654785
28,0.18699691196282706,0.21541969974835715,11.174648761749268
29,0.17265795171260834,0.2185994287331899,11.26024341583252
30,0.16741719593604407,0.1970799465974172,11.250587940216064
31,0.16830620417992273,0.20407264431317648,11.202046155929565
32,0.1715079521139463,0.2216887374718984,11.22574234008789
33,0.16825403769810995,0.24746923645337424,11.559941053390503
34,0.1825203076004982,0.23044310013453165,11.319145202636719
35,0.1635369136929512,0.2243274450302124,11.188233852386475
36,0.1634549299875895,0.2085509498914083,11.187055349349976
37,0.15632403641939163,0.21146165331204733,11.187008619308472
38,0.1599391077955564,0.2102362116177877,11.181658506393433
39,0.1485453968246778,0.21036243438720703,11.356173992156982
40,0.1451414575179418,0.25062262018521625,11.260242462158203
41,0.15680671979983649,0.21918350458145142,11.310884714126587
42,0.1605638489127159,0.20254756013552347,11.238224506378174
43,0.17737450450658798,0.20104159911473593,11.168237686157227
44,0.151693989833196,0.21011034647623697,11.165298700332642
45,0.14647659162680307,0.20471325516700745,11.17354416847229
46,0.13601655761400858,0.20125412940979004,11.164504766464233
47,0.13327608505884805,0.17669692635536194,11.21333122253418
48,0.1273247947295507,0.20999674002329508,11.178297281265259
49,0.13690958420435587,0.22373603781064352,11.302065372467041
50,0.13695054998000464,0.2335041364034017,11.277046918869019
51,0.12854314595460892,0.20219735304514566,11.227396011352539
52,0.13862325002749762,0.2269443372885386,11.478822946548462
53,0.13375384857257208,0.19509841005007425,11.251815795898438
54,0.12950320293505987,0.21627924839655557,11.229855060577393
55,0.1252615824341774,0.1942637860774994,11.350247621536255
56,0.13019643475612006,0.1840614676475525,11.267272233963013
57,0.12404499451319377,0.20715183019638062,11.401444435119629
58,0.1271702398856481,0.20811966061592102,11.379088401794434
59,0.13117495675881705,0.21128551165262857,11.378692626953125
60,0.11563628911972046,0.2136249542236328,11.467014789581299
61,0.10891081889470418,0.1800264517466227,11.520492553710938
62,0.1095667655269305,0.18133744597434998,11.352579832077026
63,0.11031909038623174,0.1717938482761383,11.166221380233765
64,0.10178302476803462,0.17764277259508768,11.264714241027832
65,0.09897440671920776,0.1723596453666687,11.262360095977783
66,0.09809379031260808,0.17200879255930582,11.268660545349121
67,0.10128960013389587,0.19540713230768839,11.336623907089233
68,0.10780705759922664,0.19198266665140787,11.337600946426392
69,0.12029049297173817,0.20240575075149536,11.20631742477417
70,0.11172140389680862,0.18103369077046713,11.182247161865234
71,0.10818421095609665,0.19305196404457092,11.282798528671265
72,0.10964653640985489,0.252180556456248,11.205743789672852
73,0.12190045416355133,0.19196535150210062,11.286304235458374
74,0.11614297082026799,0.22580355405807495,11.465995788574219
75,0.10984664410352707,0.21918722987174988,11.40647029876709
76,0.10310013095537822,0.18667266766230264,11.426348447799683
77,0.10812254995107651,0.1845752795537313,11.354848384857178
78,0.09688094506661098,0.18678487340609232,11.585195779800415
79,0.09297021975119908,0.17416152358055115,11.501540899276733
80,0.090244526664416,0.175918847322464,11.497688293457031
81,0.08712435513734818,0.1865195631980896,11.492212533950806
82,0.08368437240521114,0.1645025610923767,11.467294454574585
83,0.08188566317160924,0.19304380814234415,11.503273963928223
84,0.08332686374584834,0.17024988929430643,11.30794358253479
85,0.0809179072578748,0.18801528215408325,11.596135377883911
86,0.0798626293738683,0.1659143567085266,11.541390657424927
87,0.08019506186246872,0.17335614562034607,11.128804922103882
88,0.08105534066756566,0.18452370166778564,11.131491661071777
89,0.10262490063905716,0.2064355711142222,11.131921768188477
90,0.1081959530711174,0.18337051073710123,11.133655071258545
91,0.095579594373703,0.18062580625216165,11.135013341903687
92,0.09050885339577992,0.19106056292851767,11.207318305969238
93,0.08812691768010457,0.17212971051534018,11.155587673187256
94,0.07990491141875584,0.1705909470717112,11.164275407791138
95,0.08183727165063222,0.17946690320968628,11.480233669281006
96,0.07510854055484135,0.1730356514453888,11.21813416481018
97,0.0742415338754654,0.17104495565096536,11.21993899345398
98,0.07084540526072185,0.18648614486058554,11.156071901321411
99,0.07155006378889084,0.17406773567199707,11.145790576934814
